id,endpoint_id,uri
201,15,http://baike.baidu.com/view/
202,15,http://baltimorepkdcenter.org/
203,15,http://baponlinebasvuru.istanbul.edu.tr/bap/asistant/
204,15,http://bariatrics.ucla.edu/
205,15,http://bascompalmer.org/
206,15,http://base-donnees-publique.medicaments.gouv.fr/
207,15,http://bases-brevets.inpi.fr/fr/document/
208,15,http://baystatehealth.com/
209,15,http://baystatehealth.org/Baystate/Main+Nav/Clinical+Services/Departments/
210,15,http://bbh.hhdev.psu.edu/lab/WestLab/
211,15,http://bbrfoundation.org/
212,15,http://bcbsm-operatingengineers.nursing.umich.edu/
213,15,http://bccancer.bc.ca/HPI/
214,15,http://bcove.me/
215,15,http://beaumonthospitals.com/
216,15,http://bebg.chups.jussieu.fr/
217,15,http://behaviorchange.yale.edu/
218,15,http://bethesdatrials.cancer.gov/
219,15,http://bh4.org/
220,15,http://bht.virginia.edu/
221,15,http://bhypo.umin.jp/
222,15,http://bidmc.org/CentersandDepartments/Departments/Neurology/HIVNeurologyClinic/
223,15,http://bidocs.boehringer-ingelheim.com/BIWebAccess/ViewServlet.ser?docBase=renetnt&folderPath=/Prescribing+Information/PIs/Flomax+Caps/
224,15,http://bijsluiters.fagg-afmps.be/
225,15,http://bio2rdf.org/
226,15,http://biochemgen.ucsd.edu/Cystinosis/
227,15,http://biogenebank.org/
228,15,http://biometmicrofixation.com/
229,15,http://biostat.mc.vanderbilt.edu/twiki/bin/view/Main/
230,15,http://bit.ly/
231,15,http://bja.oxfordjournals.org/
232,15,http://bjo.bmj.com/cgi/content/full/
233,15,http://bjs.ojp.usdoj.gov/
234,15,http://blizard.qmul.ac.uk/research-generation/
235,15,http://blog.smu.edu/anxiety/
236,15,http://blogs.msdn.com/b/msr_er/archive/2014/01/22/
237,15,http://blogs.uw.edu/dorsey2/
238,15,http://bloodflow.engin.umich.edu/
239,15,http://bloodjournal.hematologylibrary.org/
240,15,http://bloxr.com/attenuating-caps/
241,15,http://bmcgastroenterol.biomedcentral.com/articles/10.1186/
242,15,http://bmctoday.net/
243,15,http://bme.ee.umanitoba.ca/labs/bme/research/neurological/rtms/
244,15,http://bmes-erc.usc.edu/research/
245,15,http://bmi.ku.dk/english/research/systemsbiology/
246,15,http://bmjopen.bmj.com/content/
247,15,http://bms.com/studyconnect/Pages/
248,15,http://bne.stanford.edu/
249,15,http://bodyproject.ori.org/
250,15,http://boneandjointcanada.com/osteoarthritis/health-care-professionals/glad-canada/
251,15,http://books.google.com.sg/books/about/
252,15,http://bpca.nichd.nih.gov/clinical/network/
253,15,http://bpl.umn.edu/
254,15,http://bpru.med.jhu.edu/resrchads.html#
255,15,http://brain.utah.edu/
256,15,http://brainandspinalinjury.org/
257,15,http://brainimaging.waisman.wisc.edu/
258,15,http://braininjuryresearch.usuhs.edu/
259,15,http://braintrainingstudy.ca/
260,15,http://braunoviny.bbraun.cz/clanky/polyhexanide-anti-infective-coating-of-central-venous/
261,15,http://brava.com/
262,15,http://breastscreening.cancer.gov/
263,15,http://brl.psy.univie.ac.at/
264,15,http://bup/
265,15,http://buprenorphine.samhsa.gov/
266,15,http://bvs.sld.cu/revistas/san/vol8_4_04/
267,15,http://c.ymcdn.com/sites/www.opsweb.org/resource/collection/8C09696C-D8CA-4647-A6BF-B0B83369CA24/
268,15,http://c2s2.med.yale.edu/rmn/
269,15,http://calerie.dcri.duke.edu/
270,15,http://calerie.pbrc.edu/
271,15,http://camh.ca/
272,15,http://cancer.dartmouth.edu/
273,15,http://cancer.duke.edu/btc/
274,15,http://cancer.gov/
275,15,http://cancer.iu.edu/
276,15,http://cancer.med.unc.edu/
277,15,http://cancer.osu.edu/
278,15,http://cancer.stanford.edu/
279,15,http://cancer.ucsd.edu/
280,15,http://cancer.ucsf.edu/
281,15,http://cancer.ufl.edu/
282,15,http://cancer.unc.edu/
283,15,http://cancer.unm.edu/
284,15,http://cancercontrol.cancer.gov/ocs/
285,15,http://cancerhelp.cancerresearchuk.org/trials/
286,15,http://cancerres.aacrjournals.org/content/69/11/
287,15,http://cancertohealth.osu.edu/index.php/
288,15,http://canchild.ca/en/ourresearch/
289,15,http://cannabisandpsychosis.ca/
290,15,http://capnetz.de/html/progress/
291,15,http://capricor.com/
292,15,http://cardiacengineering.com/
293,15,http://cardiology.dom.uab.edu/
294,15,http://cardiology.medicine.duke.edu/research/clinical-research/
295,15,http://care.diabetesjournals.org/
296,15,http://caris.mech.ubc.ca/feathers/project-summary/
297,15,http://carrt.eng.usf.edu/
298,15,http://cas.umkc.edu/
299,15,http://case.edu/mdp/
300,15,http://casgroup.fiu.edu/ccf/
301,15,http://cat.inist.fr/
302,15,http://catalyst.harvard.edu/
303,15,http://cccc.charite.de/en/
304,15,http://ccforum.com/content/
305,15,http://cclr.uwaterloo.ca/
306,15,http://ccm.psych.uic.edu/Rise/
307,15,http://ccop.epi.usf.edu/
308,15,http://ccr.cancer.gov/
309,15,http://ccsr.cvs-china.com/
310,15,http://cctrials.org/
311,15,http://cdc.gov/nchs/data/hestat/prelimdeaths05/
312,15,http://cdc.rocksh.cn/
313,15,http://cdmrp.army.mil/scirp/awards/
314,15,http://cdn.intechopen.com/pdfs/38231/
315,15,http://cedars-sinai.edu/Patients/Quality-Measures/Clinical-Areas/Transplantation/
316,15,http://ceid.med.cuhk.edu.hk/people/
317,15,http://celltranslab.new21.net/
318,15,http://celsense.com/
319,15,http://censo2010.ibge.gov.br/
320,15,http://centerforworkhealth.sph.harvard.edu/
321,15,http://ceped.org/parcours/
322,15,http://cepof.ifsc.usp.br/
323,15,http://ceradan311.com/
324,15,http://cfc.uoregon.edu/
325,15,http://cfin.au.dk/
326,15,http://cfmod.med.unc.edu/
327,15,http://cgbi.sph.unc.edu/
328,15,http://ch.shmu.edu.cn/
329,15,http://chapprogram.ca/
330,15,http://charite.de/
331,15,http://chb.syr.edu/projects/UPH/
332,15,http://chc.ucsf.edu/
333,15,http://checkandconnect.org/
334,15,http://checksutterfirst.org/
335,15,http://chem.sis.nlm.nih.gov/chemidplus/
336,15,http://chess.edu.rs/
337,15,http://chess.wisc.edu/chess/projects/
338,15,http://chestnut.org/LI/bookstore/Blurbs/Manuals/
339,15,http://chestnyc.org/
340,15,http://chguv.san.gva.es/Inicio/Paginas/
341,15,http://chicago.medicine.uic.edu/
342,15,http://childrens.memorialhermann.org/the-fetal-center/
343,15,http://childstudycenter.yale.edu/
344,15,http://chirurgie-cardiaque-besancon.org/
345,15,http://chocolate.ori.org/
346,15,http://chomp.org/what-we-do/breast-care-center/
347,15,http://chopn.registry.cz/
348,15,http://chppcor.stanford.edu/people/
349,15,http://chpsw.temple.edu/
350,15,http://cibsr.stanford.edu/participating/currently-enrolling/
351,15,http://cic-it-garches.fr/
352,15,http://cic-it-tours.fr/
353,15,http://cicgrenoble.inserm.fr/
354,15,http://cid.oxfordjournals.org/content/
355,15,http://ciesin.columbia.edu/confluence/display/MVPEVAL/
356,15,http://cinrgresearch.org/
357,15,http://cira.med.yale.edu/research/
358,15,http://circ.ahajournals.org/
359,15,http://circheartfailure.ahajournals.org/content/
360,15,http://clahrc-peninsula.nihr.ac.uk/
361,15,http://clahrc-yh.nihr.ac.uk/our-themes/telehealth-and-care-technologies/projects/
362,15,http://classes.kumc.edu/cahe/respcared/cybercas/nitricoxide/
363,15,http://clementiapharma.com/
364,15,http://clevelandclinic.org/
365,15,http://clincalc.com/IcuMortality/
366,15,http://clincancerres.aacrjournals.org/content/14/
367,15,http://clinic.boryung.co.kr/
368,15,http://clinical-neuropsychology.de/
369,15,http://clinical-trials.ucsf.edu:8000/trials/
370,15,http://clinical.diabetesjournals.org/content/30/2/
371,15,http://clinicalstudies.health.usf.edu/
372,15,http://clinicalstudies.info.nih.gov/
373,15,http://clinicalstudies.rucares.org/
374,15,http://clinicaltrials.gov/
375,15,http://clinicaltrials.mayo.edu/
376,15,http://clinicaltrials.medtronic.com/
377,15,http://clinicaltrials.partners.org/
378,15,http://cll.ucsd.edu/
379,15,http://cllresearch.com/
380,15,http://cmccrcc.catholic.ac.kr/
381,15,http://cmcd.sph.umich.edu/
382,15,http://cmd.ophth.uiowa.edu/
383,15,http://cmis.osu.edu/
384,15,http://cms.captool.jp/expand/
385,15,http://cms.konyang.ac.kr/organ/
386,15,http://cmsc.charite.de/
387,15,http://cni.stanford.edu/
388,15,http://cnpq.br/
389,15,http://cochlear.med.nyu.edu/
390,15,http://cochrane.bvsalud.org/cochrane/
391,15,http://coe.musculoskeletaldisease.med.nyu.edu/research/ongoing/
392,15,http://coe.ucsf.edu/scor/prysms/
393,15,http://cogsci.jhu.edu/labs/CogNeuro/
394,15,http://collaborate.plymouth.ac.uk/sites/
395,15,http://collinge.org/
396,15,http://coloproctologiajoven.blogspot.com.br/2014/01/
397,15,http://colorstudy.pedpmk.org/
398,15,http://columbia-ocd.org/
399,15,http://columbiaeatingdisorders.org/
400,15,http://columbiamedicine.org/divisions/Endo/
401,15,http://columbiapsychiatry.org/
402,15,http://comm.soc.northwestern.edu/aphasia/
403,15,http://condor.depaul.edu/ljason/oxford/
404,15,http://conferences.thehillgroup.com/OBSSR/EHR2011/
405,15,http://congenitalhand.net/
406,15,http://connection.ebscohost.com/c/articles/25178700/
407,15,http://conselho.saude.gov.br/web_comissoes/conep/
408,15,http://consumermonitor.ca/
409,15,http://content.govdelivery.com/accounts/USFDA/bulletins/
410,15,http://content.healthaffairs.org/content/29/2/
411,15,http://content.nejm.org/cgi/
412,15,http://content.onlinejacc.org/
413,15,http://coral.gela.org/
414,15,http://cordis.europa.eu/
415,15,http://cpmcnet.columbia.edu/dept/nbdiabetes/research/
416,15,http://cpts.jaeb.org/
417,15,http://cr.chus.qc.ca/en/axes/mother-child/chercheurs/francois-corbin-m-d-ph-d/
418,15,http://crash3.lshtm.ac.uk/
419,15,http://cravingtoquit.com/
420,15,http://crc.marionegri.it/cancerpain/
421,15,http://creativecommons.org/licenses/by-nc-nd/3.0/
422,15,http://crfh.ca/index.php/research-programs/current-research/fasd/
423,15,http://crhrp.ucsf.edu/research/researchareas/
424,15,http://cri.snuh.org/irb/
425,15,http://crnet.mgh.harvard.edu/
426,15,http://cronicidad.blog.euskadi.net/
427,15,http://csis.org/files/media/csis/pubs/
428,15,http://csma.org.ua/ua_reestr/
429,15,http://csu-cvmbs.colostate.edu/academics/erhs/Pages/
430,15,http://ct-bristol.civicplus.com/DocumentCenter/Home/View/
431,15,http://ctc.ucsd.edu/
432,15,http://ctc.usyd.edu.au/
433,15,http://ctep.cancer.gov/
434,15,http://cthi.medicine.umich.edu/initiatives/tiktoc-rerc/projects/
435,15,http://ctndisseminationlibrary.org/
436,15,http://ctotc.org/
437,15,http://ctr.bms.com/ctd/
438,15,http://ctr.gsk.co.uk/Summary/Rosiglitazone/
439,15,http://ctri.nic.in/Clinicaltrials/
440,15,http://ctrin.unlv.edu/
441,15,http://ctru.leeds.ac.uk/
442,15,http://ctscapps.ucdmc.ucdavis.edu/clinicaltrials/
443,15,http://cuhe.rush.edu/
444,15,http://cvk.sum.dk/CVK/Home/
445,15,http://cvrc.sbmu.ac.ir/
446,15,http://cvs.icn.jp/
447,15,http://cwh.berkeley.edu/sites/default/files/primary_pdfs/
448,15,http://cwphs.ucsd.edu/
449,15,http://cws.ku.dk/workpackages/wp1/
450,15,http://cytosorb-therapy.com/
451,15,http://dab.saude.gov.br/CNSB/sbbrasil/arquivos/
452,15,http://dailymed.nlm.nih.gov/
453,15,http://dash.iwh.on.ca/
454,15,http://dashdiet.org/
455,15,http://data.linkedct.org/
456,15,http://data.umms.org/scripts/trials/
457,15,http://data.worldbank.org/country/
458,15,http://databaseresearch.maccabitech.com/
459,15,http://datacheck.ersnet.org/~ersnet/abstract_status_ams11/
460,15,http://dawn.ucsf.edu/
461,15,http://dbpedia.org/resource/
462,15,http://dbpeds.stanford.edu/research/studies/
463,15,http://dcri.org/
464,15,http://ddz.uni-duesseldorf.de/
465,15,http://decisionaid.ohri.ca/
466,15,http://dehesa.unex.es:8080/xmlui/bitstream/handle/10662/894/
467,15,http://delta.uthscsa.edu/strongstar/subs/
468,15,http://demotu.org/pralados60/
469,15,http://denheart.dk/
470,15,http://dent.ntu.edu.tw/
471,15,http://dent.umich.edu/
472,15,http://departamentos.cardiol.br/dha/vidiretriz/
473,15,http://department.tpa.edu.tw/medical/
474,15,http://depomed.com/
475,15,http://depression-nyc.org/
476,15,http://depts.washington.edu
477,15,http://derma.klinikum.uni-muenster.de/
478,15,http://dermatology.med.miami.edu/research/
479,15,http://dermatology.stanford.edu/research/
480,15,http://dermatology.ucsd.edu/research/
481,15,http://dh-web.org/health/ckdu/
482,15,http://diabetes-endocrinologycenterofwny.com/
483,15,http://diabetes.niddk.nih.gov/
484,15,http://diabetes.ufl.edu/research/clinical-trials-and-studies/established-type-1-diabetes/atggcsf-clinical-trial/
485,15,http://diabetesgenetics.dundee.ac.uk/
486,15,http://diabeticeye.screening.nhs.uk/
487,15,http://digestive.niddk.nih.gov/ddiseases/pubs/
488,15,http://diptrap.it/
489,15,http://discoverysedge.mayo.edu/molecular-breast-imaging/
490,15,http://dishekimligi.istanbul.edu.tr/oral-implantoji/
491,15,http://diss.kib.ki.se/2005/91-7140-483-X/
492,15,http://div13perspectives.asha.org/
493,15,http://dl.acm.org/
494,15,http://dmpi.duke.edu/
495,15,http://doi.org/10.1016/
496,15,http://doro.charite.de/MENDEL_public/
497,15,http://download.journals.elsevierhealth.com/pdfs/journals/2212-1099/
498,15,http://download.veritasmedicine.com/
499,15,http://dped.stanford.edu/
500,15,http://dpor.dk/
501,15,http://dr.babaksaedi.com/
502,15,http://drexel.edu/coas/academics/departments-centers/psychology/research/faculty-research-laboratories/innovation-health-related-behavior-change-lab/projects/
503,15,http://druginfo.nlm.nih.gov/
504,15,http://ds.cc.yamaguchi-u.ac.jp/
505,15,http://dsld.nlm.nih.gov/dsld/
506,15,http://dslrf.org/actwithlove/
507,15,http://dsmc.unicz.it/
508,15,http://dst.sagepub.com/content/early/2015/12/10/
509,15,http://dtr2001.saude.gov.br/editora/produtos/livros/pdf/
510,15,http://ducg.dk/blaere/forskningsprojekter/
511,15,http://dukedivemedicine.org/
512,15,http://durhamconnects.org/
513,15,http://dutchamr.nl/
514,15,http://dx.doi.org/
515,15,http://dysautonomia.nyumc.org/
516,15,http://dzhk.de/
517,15,http://e-cbt.ro/program/
518,15,http://e-irb.khmccri.or.kr/
519,15,http://earnest.cineca.org/
520,15,http://eatingdisorders.ucsd.edu/
521,15,http://ebm.meduni-graz.at/
522,15,http://ebm.ufabc.edu.br/
523,15,http://ec.europa.eu/
524,15,http://ecatalog.ethicon.com/
525,15,http://ecdc.europa.eu/en/publications/Publications/
526,15,http://ecem.ece.ubc.ca/
527,15,http://eckku.kku.ac.th/
528,15,http://econpapers.repec.org/article/wlyjintdv/
529,15,http://edisonpharma.com/
530,15,http://edocket.access.gpo.gov/2010/
531,15,http://eedp.wustl.edu/
532,15,http://ees.elsevier.com/
533,15,http://ehe.osu.edu/hdfs/lab/homeless-mothers/
534,15,http://ehs.sph.berkeley.edu/guat/
535,15,http://elastostudy.umfcv.ro/
536,15,http://elibrary.ru/
537,15,http://embarc.utsouthwestern.edu/
538,15,http://emedicine.medscape.com/article/
539,15,http://emergency-medicine.jwatch.org/cgi/content/full/2008/425/
540,15,http://emmace.org/
541,15,http://emmcclinicalresearch.org/
542,15,http://emra-collaborative.org/projects/neuro-1/
543,15,http://en.kmtrh.org/
544,15,http://en.sanofi.com/img/content/study/
545,15,http://en.uit.no/
546,15,http://en.wikipedia.org/wiki/
547,15,http://endo.wustl.edu/
548,15,http://endocrine.niddk.nih.gov/pubs/pregnancy/
549,15,http://eng.advantesteva.co.il/
550,15,http://eng.kfda.go.kr/
551,15,http://eng.sheba.co.il/
552,15,http://eng.sysu.edu.cn/medical/affilatedhospitals/thethirdaffiliatedhospital/
553,15,http://englewoodhospital.com/
554,15,http://english.cas.cn/
555,15,http://english.nanning.gov.cn/n725531/n751804/n752331/n753162/
556,15,http://english.simm.cas.cn/
557,15,http://ensanut.insp.mx/informes/
558,15,http://eohsi.rutgers.edu/content/
559,15,http://epidemiologie.charite.de/
560,15,http://epl.illinois.edu/
561,15,http://eprints.lse.ac.uk/3353/1/
562,15,http://eprints.soton.ac.uk/340535/
563,15,http://erad.nhri.org.tw/
564,15,http://escuela.med.puc.cl/deptos/intensivo/fonis06/
565,15,http://eshre2014.m.tap.cr/sessions/view/
566,15,http://ethikkommission.meduniwien.ac.at/
567,15,http://etkinlab.stanford.edu/
568,15,http://ets.tlt.psu.edu/learningdesign/onlinecontent/
569,15,http://etudes.isped.u-bordeaux2.fr/PRENAHTEST/
570,15,http://eu.wiley.com/WileyCDA/WileyTitle/
571,15,http://eur-lex.europa.eu/legal-content/GA/ALL/
572,15,http://eurheartj.oxfordjournals.org/
573,15,http://euro-ewing.klinikum.uni-muenster.de/
574,15,http://evs.nci.nih.gov/ftp1/CTCAE/
575,15,http://exerciseandsportnutritionlab.com/
576,15,http://exercisestudy.com/
577,15,http://experts.kumc.edu/people/
578,15,http://explore.georgetown.edu/people/friedmar/
579,15,http://extension.wsu.edu/peoplesgarden/Pages/
580,15,http://eyesite.ucsd.edu/
581,15,http://eyewiki.aao.org/
582,15,http://facebook.com/
583,15,http://facets.parknicollet.com/eatingdisorders/
584,15,http://faculty.georgetown.edu/friedmar/
585,15,http://faculty.smu.edu/jsmits/Anxiety_Research_%26_Treatment_Program_%40_SMU/
586,15,http://faculty.washington.edu/
587,15,http://facultydirectory.uchc.edu/
588,15,http://familialdysautonomia.org/
589,15,http://family-institute.org/research/2-uncategorised/
590,15,http://familydoctor.org/online/famdocen/home/women/reproductive/gynecologic/
591,15,http://farmacia.ugr.es/ars/pdf/
592,15,http://fastlab.ucsf.edu/
593,15,http://fatiguefunction.icord.org/
594,15,http://faustmanlab.org/
595,15,http://fdocgrower.com/
596,15,http://fertilechip.com/en/
597,15,http://fescenter.org/
598,15,http://fetus.ucsfmedicalcenter.org/
599,15,http://ffb.ca/eye_conditions/
600,15,http://fff.utu.fi/tutkimus/nami/
601,15,http://ffhi.ucdavis.edu/
602,15,http://fhcrc.org/donating/other/study/
603,15,http://fhs.mcmaster.ca/
604,15,http://fibhgm.hggm.es/
605,15,http://fieldresearch.msf.org/msf/handle/10144/
606,15,http://fight.org/fight-programs/the-jonathan-lax-center/
607,15,http://file.scirp.org/Html/
608,15,http://filehosting.pharmacm.com/
609,15,http://firefightersleep.org/
610,15,http://fnic.nal.usda.gov/nal_display/
611,15,http://fohs.bgu.ac.il/inpact/images/Documents/
612,15,http://food4me.org/
613,15,http://foodallergies.stanford.edu/research/
614,15,http://foodoflife.dk/slopus/
615,15,http://foodoflife.ku.dk/opus/english/
616,15,http://forum.dentalxp.com/case/details/ridge-split-piezo-versah-burs/
617,15,http://foxtrialfinder.michaeljfox.org/
618,15,http://fpmaragall.org/
619,15,http://frauenklinik.charite.de/
620,15,http://fsantori.medbrains.net/2008/10/15/the-design-of-a-new-hip-implant-proxima/
621,15,http://fundacioictus.com/
622,15,http://funktionellelidelser.dk/
623,15,http://fxb.harvard.edu/research-program-on-children-and-global-adversity/
624,15,http://galderma.com/
625,15,http://gastro.charite.de/en/
